Accession,Pangolin,Protein,Length,Country,Collection_Date,Year,Month,Day
UKM30668,B.1.160,ORF8 protein,121,Canada,2020-12-04,2020,12,4
UKM30669,B.1.160,nucleocapsid phosphoprotein,419,Canada,2020-12-04,2020,12,4
UKM30670,B.1.160,ORF10 protein,38,Canada,2020-12-04,2020,12,4
UKM30683,B.1.1.176,ORF1ab polyprotein,7094,Canada,2020-12-09,2020,12,9
UKM30684,B.1.1.176,ORF1a polyprotein,4403,Canada,2020-12-09,2020,12,9
UKM30685,B.1.1.176,surface glycoprotein,1273,Canada,2020-12-09,2020,12,9
UKM30686,B.1.1.176,ORF3a protein,275,Canada,2020-12-09,2020,12,9
UKM30687,B.1.1.176,envelope protein,75,Canada,2020-12-09,2020,12,9
UKM30688,B.1.1.176,membrane glycoprotein,222,Canada,2020-12-09,2020,12,9
UKM30689,B.1.1.176,ORF6 protein,61,Canada,2020-12-09,2020,12,9
UKM30690,B.1.1.176,ORF7a protein,121,Canada,2020-12-09,2020,12,9
UKM30691,B.1.1.176,ORF7b protein,43,Canada,2020-12-09,2020,12,9
UKM30692,B.1.1.176,ORF8 protein,121,Canada,2020-12-09,2020,12,9
UKM30693,B.1.1.176,nucleocapsid phosphoprotein,419,Canada,2020-12-09,2020,12,9
UKM30694,B.1.1.176,ORF10 protein,38,Canada,2020-12-09,2020,12,9
UKM30826,B.1,ORF1ab polyprotein,7096,Canada,2020-05-05,2020,5,5
UKM30827,B.1,ORF1a polyprotein,4405,Canada,2020-05-05,2020,5,5
UKM30828,B.1,surface glycoprotein,1273,Canada,2020-05-05,2020,5,5
UKM30829,B.1,ORF3a protein,275,Canada,2020-05-05,2020,5,5
UKM30830,B.1,envelope protein,75,Canada,2020-05-05,2020,5,5
UKM30831,B.1,membrane glycoprotein,222,Canada,2020-05-05,2020,5,5
UKM30832,B.1,ORF6 protein,61,Canada,2020-05-05,2020,5,5
UKM30833,B.1,ORF7a protein,121,Canada,2020-05-05,2020,5,5
UKM30834,B.1,ORF7b protein,43,Canada,2020-05-05,2020,5,5
UKM30835,B.1,ORF8 protein,121,Canada,2020-05-05,2020,5,5
UKM30836,B.1,nucleocapsid phosphoprotein,419,Canada,2020-05-05,2020,5,5
UKM30837,B.1,ORF10 protein,38,Canada,2020-05-05,2020,5,5
UKM30838,B.1.147,ORF1ab polyprotein,7096,Canada,2021-05-07,2021,5,7
UKM30839,B.1.147,ORF1a polyprotein,4405,Canada,2021-05-07,2021,5,7
UKM30840,B.1.147,surface glycoprotein,1273,Canada,2021-05-07,2021,5,7
UKM30841,B.1.147,ORF3a protein,275,Canada,2021-05-07,2021,5,7
UKM30842,B.1.147,envelope protein,75,Canada,2021-05-07,2021,5,7
UKM30843,B.1.147,membrane glycoprotein,222,Canada,2021-05-07,2021,5,7
UKM30844,B.1.147,ORF6 protein,61,Canada,2021-05-07,2021,5,7
UKM30845,B.1.147,ORF7a protein,121,Canada,2021-05-07,2021,5,7
UKM30846,B.1.147,ORF7b protein,43,Canada,2021-05-07,2021,5,7
UKM30847,B.1.147,ORF8 protein,121,Canada,2021-05-07,2021,5,7
UKM30848,B.1.147,nucleocapsid phosphoprotein,419,Canada,2021-05-07,2021,5,7
UKM30849,B.1.147,ORF10 protein,38,Canada,2021-05-07,2021,5,7
UKM30898,B.1.1,ORF1ab polyprotein,7096,Canada,2020-05-17,2020,5,17
UKM30899,B.1.1,ORF1a polyprotein,4405,Canada,2020-05-17,2020,5,17
UKM30900,B.1.1,surface glycoprotein,1273,Canada,2020-05-17,2020,5,17
UKM30901,B.1.1,ORF3a protein,275,Canada,2020-05-17,2020,5,17
UKM30902,B.1.1,envelope protein,75,Canada,2020-05-17,2020,5,17
UKM30903,B.1.1,membrane glycoprotein,222,Canada,2020-05-17,2020,5,17
UKM30904,B.1.1,ORF6 protein,61,Canada,2020-05-17,2020,5,17
UKM30905,B.1.1,ORF7a protein,121,Canada,2020-05-17,2020,5,17
UKM30906,B.1.1,ORF7b protein,43,Canada,2020-05-17,2020,5,17
UKM30907,B.1.1,ORF8 protein,121,Canada,2020-05-17,2020,5,17
UKM30908,B.1.1,nucleocapsid phosphoprotein,419,Canada,2020-05-17,2020,5,17
UKM30909,B.1.1,ORF10 protein,38,Canada,2020-05-17,2020,5,17
UKM31056,B.1.1,ORF1ab polyprotein,7096,Canada,2020-06-02,2020,6,2
UKM31057,B.1.1,ORF1a polyprotein,4405,Canada,2020-06-02,2020,6,2
UKM31058,B.1.1,surface glycoprotein,1273,Canada,2020-06-02,2020,6,2
UKM31059,B.1.1,ORF3a protein,275,Canada,2020-06-02,2020,6,2
UKM31060,B.1.1,envelope protein,75,Canada,2020-06-02,2020,6,2
UKM31061,B.1.1,membrane glycoprotein,222,Canada,2020-06-02,2020,6,2
UKM31062,B.1.1,ORF6 protein,61,Canada,2020-06-02,2020,6,2
UKM31063,B.1.1,ORF7a protein,121,Canada,2020-06-02,2020,6,2
UKM31064,B.1.1,ORF7b protein,43,Canada,2020-06-02,2020,6,2
UKM31065,B.1.1,ORF8 protein,121,Canada,2020-06-02,2020,6,2
UKM31066,B.1.1,nucleocapsid phosphoprotein,419,Canada,2020-06-02,2020,6,2
UKM31067,B.1.1,ORF10 protein,38,Canada,2020-06-02,2020,6,2
UKM31080,B.1.160,ORF1ab polyprotein,7096,Canada,2021-01-25,2021,1,25
UKM31081,B.1.160,ORF1a polyprotein,4405,Canada,2021-01-25,2021,1,25
UKM31082,B.1.160,surface glycoprotein,1273,Canada,2021-01-25,2021,1,25
UKM31083,B.1.160,ORF3a protein,275,Canada,2021-01-25,2021,1,25
UKM31084,B.1.160,envelope protein,75,Canada,2021-01-25,2021,1,25
UKM31085,B.1.160,membrane glycoprotein,222,Canada,2021-01-25,2021,1,25
UKM31086,B.1.160,ORF6 protein,61,Canada,2021-01-25,2021,1,25
UKM31087,B.1.160,ORF7a protein,121,Canada,2021-01-25,2021,1,25
UKM31088,B.1.160,ORF7b protein,43,Canada,2021-01-25,2021,1,25
UKM31089,B.1.160,ORF8 protein,121,Canada,2021-01-25,2021,1,25
UKM31090,B.1.160,nucleocapsid phosphoprotein,419,Canada,2021-01-25,2021,1,25
UKM31091,B.1.160,ORF10 protein,38,Canada,2021-01-25,2021,1,25
UKM31092,B.1.1,ORF1ab polyprotein,7096,Canada,2021-01-25,2021,1,25
UKM31093,B.1.1,ORF1a polyprotein,4405,Canada,2021-01-25,2021,1,25
UKM31094,B.1.1,surface glycoprotein,1273,Canada,2021-01-25,2021,1,25
UKM31095,B.1.1,ORF3a protein,275,Canada,2021-01-25,2021,1,25
UKM31096,B.1.1,envelope protein,75,Canada,2021-01-25,2021,1,25
UKM31097,B.1.1,membrane glycoprotein,222,Canada,2021-01-25,2021,1,25
UKM31098,B.1.1,ORF6 protein,61,Canada,2021-01-25,2021,1,25
UKM31099,B.1.1,ORF7a protein,121,Canada,2021-01-25,2021,1,25
UKM31100,B.1.1,ORF7b protein,43,Canada,2021-01-25,2021,1,25
UKM31101,B.1.1,ORF8 protein,121,Canada,2021-01-25,2021,1,25
UKM31102,B.1.1,nucleocapsid phosphoprotein,419,Canada,2021-01-25,2021,1,25
UKM31103,B.1.1,ORF10 protein,38,Canada,2021-01-25,2021,1,25
UKM31128,B.1.1.176,ORF1ab polyprotein,7094,Canada,2021-02-01,2021,2,1
UKM31129,B.1.1.176,ORF1a polyprotein,4403,Canada,2021-02-01,2021,2,1
UKM31130,B.1.1.176,surface glycoprotein,1273,Canada,2021-02-01,2021,2,1
UKM31131,B.1.1.176,ORF3a protein,275,Canada,2021-02-01,2021,2,1
UKM31132,B.1.1.176,envelope protein,75,Canada,2021-02-01,2021,2,1
UKM31133,B.1.1.176,membrane glycoprotein,222,Canada,2021-02-01,2021,2,1
UKM31134,B.1.1.176,ORF6 protein,61,Canada,2021-02-01,2021,2,1
UKM31135,B.1.1.176,ORF7a protein,121,Canada,2021-02-01,2021,2,1
UKM31136,B.1.1.176,ORF7b protein,43,Canada,2021-02-01,2021,2,1
UKM31137,B.1.1.176,ORF8 protein,121,Canada,2021-02-01,2021,2,1
UKM31138,B.1.1.176,nucleocapsid phosphoprotein,419,Canada,2021-02-01,2021,2,1
UKM31139,B.1.1.176,ORF10 protein,38,Canada,2021-02-01,2021,2,1
UKM31150,B.1.1.176,ORF1ab polyprotein,7094,Canada,2021-01-28,2021,1,28
UKM31151,B.1.1.176,ORF1a polyprotein,4403,Canada,2021-01-28,2021,1,28
UKM31152,B.1.1.176,surface glycoprotein,1273,Canada,2021-01-28,2021,1,28
UKM31153,B.1.1.176,ORF3a protein,275,Canada,2021-01-28,2021,1,28
UKM31154,B.1.1.176,envelope protein,75,Canada,2021-01-28,2021,1,28
UKM31155,B.1.1.176,membrane glycoprotein,222,Canada,2021-01-28,2021,1,28
UKM31156,B.1.1.176,ORF6 protein,61,Canada,2021-01-28,2021,1,28
UKM31157,B.1.1.176,ORF7a protein,121,Canada,2021-01-28,2021,1,28
UKM31158,B.1.1.176,ORF7b protein,43,Canada,2021-01-28,2021,1,28
UKM31159,B.1.1.176,ORF8 protein,121,Canada,2021-01-28,2021,1,28
UKM31160,B.1.1.176,nucleocapsid phosphoprotein,419,Canada,2021-01-28,2021,1,28
UKM31161,B.1.1.176,ORF10 protein,38,Canada,2021-01-28,2021,1,28
UJO50654,B.1.351,ORF1ab polyprotein,7093,Canada,2021-04-26,2021,4,26
UJO50655,B.1.351,ORF1a polyprotein,4402,Canada,2021-04-26,2021,4,26
UJO50656,B.1.351,surface glycoprotein,1270,Canada,2021-04-26,2021,4,26
UJO50657,B.1.351,ORF3a protein,275,Canada,2021-04-26,2021,4,26
UJO50658,B.1.351,envelope protein,75,Canada,2021-04-26,2021,4,26
UJO50659,B.1.351,membrane glycoprotein,222,Canada,2021-04-26,2021,4,26
UJO50660,B.1.351,ORF6 protein,61,Canada,2021-04-26,2021,4,26
UJO50661,B.1.351,ORF7a protein,121,Canada,2021-04-26,2021,4,26
UJO50662,B.1.351,ORF7b protein,43,Canada,2021-04-26,2021,4,26
UJO50663,B.1.351,ORF8 protein,121,Canada,2021-04-26,2021,4,26
UJO50664,B.1.351,nucleocapsid phosphoprotein,419,Canada,2021-04-26,2021,4,26
UJO50665,B.1.351,ORF10 protein,38,Canada,2021-04-26,2021,4,26
UJO50690,B.1.617,ORF1ab polyprotein,7096,Canada,2021-07-30,2021,7,30
UJO50691,B.1.617,ORF1a polyprotein,4405,Canada,2021-07-30,2021,7,30
UJO50692,B.1.617,surface glycoprotein,1273,Canada,2021-07-30,2021,7,30
UJO50693,B.1.617,ORF3a protein,275,Canada,2021-07-30,2021,7,30
UJO50694,B.1.617,envelope protein,75,Canada,2021-07-30,2021,7,30
UJO50695,B.1.617,membrane glycoprotein,222,Canada,2021-07-30,2021,7,30
UJO50696,B.1.617,ORF6 protein,61,Canada,2021-07-30,2021,7,30
UJO50697,B.1.617,ORF7a protein,121,Canada,2021-07-30,2021,7,30
UJO50698,B.1.617,ORF7b protein,43,Canada,2021-07-30,2021,7,30
UJO50699,B.1.617,ORF8 protein,121,Canada,2021-07-30,2021,7,30
UJO50700,B.1.617,nucleocapsid phosphoprotein,419,Canada,2021-07-30,2021,7,30
UJO50701,B.1.617,ORF10 protein,38,Canada,2021-07-30,2021,7,30
UJO71334,P.1,ORF1ab polyprotein,7093,Canada,2021-04-20,2021,4,20
UJO71335,P.1,ORF1a polyprotein,4402,Canada,2021-04-20,2021,4,20
UJO71336,P.1,surface glycoprotein,1273,Canada,2021-04-20,2021,4,20
UJO71337,P.1,ORF3a protein,275,Canada,2021-04-20,2021,4,20
UJO71338,P.1,envelope protein,75,Canada,2021-04-20,2021,4,20
UJO71339,P.1,membrane glycoprotein,222,Canada,2021-04-20,2021,4,20
UJO71340,P.1,ORF6 protein,61,Canada,2021-04-20,2021,4,20
UJO71341,P.1,ORF7a protein,121,Canada,2021-04-20,2021,4,20
UJO71342,P.1,ORF7b protein,43,Canada,2021-04-20,2021,4,20
UJO71343,P.1,ORF8 protein,121,Canada,2021-04-20,2021,4,20
UJO71344,P.1,nucleocapsid phosphoprotein,419,Canada,2021-04-20,2021,4,20
UJO71345,P.1,ORF10 protein,38,Canada,2021-04-20,2021,4,20
UIA77209,B.1.617.2,ORF1ab polyprotein,7096,Canada,2021-12-28,2021,12,28
UIA77210,B.1.617.2,ORF1a polyprotein,4405,Canada,2021-12-28,2021,12,28
UIA77211,B.1.617.2,surface glycoprotein,1271,Canada,2021-12-28,2021,12,28
UIA77212,B.1.617.2,ORF3a protein,275,Canada,2021-12-28,2021,12,28
UIA77213,B.1.617.2,envelope protein,75,Canada,2021-12-28,2021,12,28
UIA77214,B.1.617.2,membrane glycoprotein,222,Canada,2021-12-28,2021,12,28
UIA77215,B.1.617.2,ORF6 protein,61,Canada,2021-12-28,2021,12,28
UIA77216,B.1.617.2,ORF7a protein,121,Canada,2021-12-28,2021,12,28
UIA77217,B.1.617.2,ORF7b protein,43,Canada,2021-12-28,2021,12,28
UIA77218,B.1.617.2,ORF8 protein,119,Canada,2021-12-28,2021,12,28
UIA77219,B.1.617.2,nucleocapsid phosphoprotein,419,Canada,2021-12-28,2021,12,28
UIA77220,B.1.617.2,ORF10 protein,38,Canada,2021-12-28,2021,12,28
UIA77221,BA.1.18,ORF1ab polyprotein,7092,Canada,2021-12-28,2021,12,28
UIA77222,BA.1.18,ORF1a polyprotein,4401,Canada,2021-12-28,2021,12,28
UIA77223,BA.1.18,surface glycoprotein,1270,Canada,2021-12-28,2021,12,28
UIA77224,BA.1.18,ORF3a protein,275,Canada,2021-12-28,2021,12,28
UIA77225,BA.1.18,envelope protein,75,Canada,2021-12-28,2021,12,28
UIA77226,BA.1.18,membrane glycoprotein,222,Canada,2021-12-28,2021,12,28
UIA77227,BA.1.18,ORF6 protein,61,Canada,2021-12-28,2021,12,28
UIA77228,BA.1.18,ORF7a protein,121,Canada,2021-12-28,2021,12,28
UIA77229,BA.1.18,ORF7b protein,43,Canada,2021-12-28,2021,12,28
UIA77230,BA.1.18,ORF8 protein,121,Canada,2021-12-28,2021,12,28
UIA77231,BA.1.18,nucleocapsid phosphoprotein,416,Canada,2021-12-28,2021,12,28
UIA77232,BA.1.18,ORF10 protein,38,Canada,2021-12-28,2021,12,28
UBT84366,B.1.1,ORF1ab polyprotein,7096,Canada,2020-03-28,2020,3,28
UBT84367,B.1.1,ORF1a polyprotein,4405,Canada,2020-03-28,2020,3,28
UBT84368,B.1.1,surface glycoprotein,1273,Canada,2020-03-28,2020,3,28
UBT84369,B.1.1,ORF3a protein,275,Canada,2020-03-28,2020,3,28
UBT84370,B.1.1,envelope protein,75,Canada,2020-03-28,2020,3,28
UBT84371,B.1.1,membrane glycoprotein,222,Canada,2020-03-28,2020,3,28
UBT84372,B.1.1,ORF6 protein,61,Canada,2020-03-28,2020,3,28
UBT84373,B.1.1,ORF7a protein,121,Canada,2020-03-28,2020,3,28
UBT84374,B.1.1,ORF7b protein,43,Canada,2020-03-28,2020,3,28
UBT84375,B.1.1,ORF8 protein,121,Canada,2020-03-28,2020,3,28
UBT84376,B.1.1,nucleocapsid phosphoprotein,419,Canada,2020-03-28,2020,3,28
UBT84377,B.1.1,ORF10 protein,38,Canada,2020-03-28,2020,3,28
QRO06558,B.1.147,ORF1ab polyprotein,7096,Canada,2020-03-26,2020,3,26
QRO06559,B.1.147,ORF1a polyprotein,4405,Canada,2020-03-26,2020,3,26
QRO06560,B.1.147,surface glycoprotein,1273,Canada,2020-03-26,2020,3,26
QRO06561,B.1.147,ORF3a protein,275,Canada,2020-03-26,2020,3,26
QRO06562,B.1.147,envelope protein,75,Canada,2020-03-26,2020,3,26
QRO06563,B.1.147,membrane glycoprotein,222,Canada,2020-03-26,2020,3,26
QRO06564,B.1.147,ORF6 protein,61,Canada,2020-03-26,2020,3,26
QRO06565,B.1.147,ORF7a protein,121,Canada,2020-03-26,2020,3,26
QRO06566,B.1.147,ORF7b protein,43,Canada,2020-03-26,2020,3,26
QRO06567,B.1.147,ORF8 protein,121,Canada,2020-03-26,2020,3,26
QRO06568,B.1.147,nucleocapsid phosphoprotein,419,Canada,2020-03-26,2020,3,26
QRO06569,B.1.147,ORF10 protein,38,Canada,2020-03-26,2020,3,26
QPJ77282,B.1.1.121,ORF1ab polyprotein,7096,Canada,2020-09-04,2020,9,4
QPJ77283,B.1.1.121,ORF1a polyprotein,4405,Canada,2020-09-04,2020,9,4
QPJ77284,B.1.1.121,surface glycoprotein,1273,Canada,2020-09-04,2020,9,4
QPJ77285,B.1.1.121,ORF3a protein,275,Canada,2020-09-04,2020,9,4
QPJ77286,B.1.1.121,envelope protein,75,Canada,2020-09-04,2020,9,4
QPJ77287,B.1.1.121,membrane glycoprotein,222,Canada,2020-09-04,2020,9,4
QPJ77288,B.1.1.121,ORF6 protein,61,Canada,2020-09-04,2020,9,4
QPJ77289,B.1.1.121,ORF7a protein,121,Canada,2020-09-04,2020,9,4
QPJ77290,B.1.1.121,ORF7b protein,43,Canada,2020-09-04,2020,9,4
QPJ77291,B.1.1.121,ORF8 protein,121,Canada,2020-09-04,2020,9,4
QPJ77292,B.1.1.121,nucleocapsid phosphoprotein,419,Canada,2020-09-04,2020,9,4
QPJ77293,B.1.1.121,ORF10 protein,38,Canada,2020-09-04,2020,9,4
QPJ77308,B.1.160,ORF1ab polyprotein,7096,Canada,2020-09-04,2020,9,4
QPJ77309,B.1.160,ORF1a polyprotein,4405,Canada,2020-09-04,2020,9,4
QPJ77310,B.1.160,surface glycoprotein,1273,Canada,2020-09-04,2020,9,4
QPJ77311,B.1.160,ORF3a protein,275,Canada,2020-09-04,2020,9,4
QPJ77312,B.1.160,envelope protein,75,Canada,2020-09-04,2020,9,4
QPJ77313,B.1.160,membrane glycoprotein,222,Canada,2020-09-04,2020,9,4
QPJ77314,B.1.160,ORF6 protein,61,Canada,2020-09-04,2020,9,4
QPJ77315,B.1.160,ORF7a protein,121,Canada,2020-09-04,2020,9,4
QPJ77316,B.1.160,ORF7b protein,43,Canada,2020-09-04,2020,9,4
QPJ77317,B.1.160,ORF8 protein,121,Canada,2020-09-04,2020,9,4
QPJ77318,B.1.160,nucleocapsid phosphoprotein,419,Canada,2020-09-04,2020,9,4
QPJ77319,B.1.160,ORF10 protein,38,Canada,2020-09-04,2020,9,4
UXU17047,B.1.1.420,ORF1ab polyprotein,7096,Gambia,2021-01-15,2021,1,15
UXU17048,B.1.1.420,ORF1a polyprotein,4405,Gambia,2021-01-15,2021,1,15
UXU17049,B.1.1.420,surface glycoprotein,1273,Gambia,2021-01-15,2021,1,15
UXU17050,B.1.1.420,ORF3a protein,275,Gambia,2021-01-15,2021,1,15
UXU17051,B.1.1.420,envelope protein,75,Gambia,2021-01-15,2021,1,15
UXU17052,B.1.1.420,membrane glycoprotein,222,Gambia,2021-01-15,2021,1,15
UXU17053,B.1.1.420,ORF6 protein,61,Gambia,2021-01-15,2021,1,15
UXU17054,B.1.1.420,ORF7a protein,121,Gambia,2021-01-15,2021,1,15
UXU17055,B.1.1.420,ORF7b protein,43,Gambia,2021-01-15,2021,1,15
UXU17056,B.1.1.420,ORF8 protein,121,Gambia,2021-01-15,2021,1,15
UXU17057,B.1.1.420,nucleocapsid phosphoprotein,419,Gambia,2021-01-15,2021,1,15
UXU17058,B.1.1.420,ORF10 protein,38,Gambia,2021-01-15,2021,1,15
UXU17104,B.1,ORF1ab polyprotein,7096,Gambia,2021-01-15,2021,1,15
UXU17105,B.1,ORF1a polyprotein,4405,Gambia,2021-01-15,2021,1,15
UXU17106,B.1,surface glycoprotein,1273,Gambia,2021-01-15,2021,1,15
UXU17107,B.1,ORF3a protein,275,Gambia,2021-01-15,2021,1,15
UXU17108,B.1,envelope protein,75,Gambia,2021-01-15,2021,1,15
UXU17109,B.1,membrane glycoprotein,222,Gambia,2021-01-15,2021,1,15
UXU17110,B.1,ORF6 protein,61,Gambia,2021-01-15,2021,1,15
UXU17111,B.1,ORF7a protein,121,Gambia,2021-01-15,2021,1,15
UXU17112,B.1,ORF7b protein,43,Gambia,2021-01-15,2021,1,15
UXU17113,B.1,ORF8 protein,121,Gambia,2021-01-15,2021,1,15
UXU17114,B.1,nucleocapsid phosphoprotein,419,Gambia,2021-01-15,2021,1,15
UXU17115,B.1,ORF10 protein,38,Gambia,2021-01-15,2021,1,15
UXU17799,B.1.1.420,ORF1ab polyprotein,7096,Gambia,2021-02-13,2021,2,13
UXU17800,B.1.1.420,ORF1a polyprotein,4405,Gambia,2021-02-13,2021,2,13
UXU17801,B.1.1.420,surface glycoprotein,1273,Gambia,2021-02-13,2021,2,13
UXU17802,B.1.1.420,ORF3a protein,275,Gambia,2021-02-13,2021,2,13
UXU17803,B.1.1.420,envelope protein,75,Gambia,2021-02-13,2021,2,13
UXU17804,B.1.1.420,membrane glycoprotein,222,Gambia,2021-02-13,2021,2,13
UXU17805,B.1.1.420,ORF6 protein,61,Gambia,2021-02-13,2021,2,13
UXU17806,B.1.1.420,ORF7a protein,121,Gambia,2021-02-13,2021,2,13
UXU17807,B.1.1.420,ORF7b protein,43,Gambia,2021-02-13,2021,2,13
UXU17808,B.1.1.420,ORF8 protein,121,Gambia,2021-02-13,2021,2,13
UXU17809,B.1.1.420,nucleocapsid phosphoprotein,419,Gambia,2021-02-13,2021,2,13
UXU17810,B.1.1.420,ORF10 protein,38,Gambia,2021-02-13,2021,2,13
UXU17834,B.1.416,ORF1ab polyprotein,7096,Gambia,2021-01-25,2021,1,25
UXU17835,B.1.416,ORF1a polyprotein,4405,Gambia,2021-01-25,2021,1,25
UXU17836,B.1.416,surface glycoprotein,1273,Gambia,2021-01-25,2021,1,25
UXU17837,B.1.416,ORF3a protein,275,Gambia,2021-01-25,2021,1,25
UXU17838,B.1.416,envelope protein,75,Gambia,2021-01-25,2021,1,25
UXU17839,B.1.416,membrane glycoprotein,222,Gambia,2021-01-25,2021,1,25
UXU17840,B.1.416,ORF6 protein,61,Gambia,2021-01-25,2021,1,25
UXU17841,B.1.416,ORF7a protein,121,Gambia,2021-01-25,2021,1,25
UXU17842,B.1.416,ORF7b protein,43,Gambia,2021-01-25,2021,1,25
UXU17843,B.1.416,ORF8 protein,121,Gambia,2021-01-25,2021,1,25
UXU17844,B.1.416,nucleocapsid phosphoprotein,419,Gambia,2021-01-25,2021,1,25
UXU17845,B.1.416,ORF10 protein,38,Gambia,2021-01-25,2021,1,25
UXU18350,B.1.1.420,ORF1ab polyprotein,7096,Gambia,2021-03-09,2021,3,9
UXU18351,B.1.1.420,ORF1a polyprotein,4405,Gambia,2021-03-09,2021,3,9
UXU18352,B.1.1.420,surface glycoprotein,1273,Gambia,2021-03-09,2021,3,9
UXU18353,B.1.1.420,ORF3a protein,275,Gambia,2021-03-09,2021,3,9
UXU18354,B.1.1.420,envelope protein,75,Gambia,2021-03-09,2021,3,9
UXU18355,B.1.1.420,membrane glycoprotein,222,Gambia,2021-03-09,2021,3,9
UXU18356,B.1.1.420,ORF6 protein,61,Gambia,2021-03-09,2021,3,9
UXU18357,B.1.1.420,ORF7a protein,121,Gambia,2021-03-09,2021,3,9
UXU18358,B.1.1.420,ORF7b protein,43,Gambia,2021-03-09,2021,3,9
UXU18359,B.1.1.420,ORF8 protein,121,Gambia,2021-03-09,2021,3,9
UXU18360,B.1.1.420,nucleocapsid phosphoprotein,419,Gambia,2021-03-09,2021,3,9
UXU18361,B.1.1.420,ORF10 protein,38,Gambia,2021-03-09,2021,3,9
UXU18476,B.1.1,ORF1ab polyprotein,7096,Gambia,2021-02-21,2021,2,21
UXU18477,B.1.1,ORF1a polyprotein,4405,Gambia,2021-02-21,2021,2,21
UXU18478,B.1.1,surface glycoprotein,1273,Gambia,2021-02-21,2021,2,21
UXU18479,B.1.1,ORF3a protein,275,Gambia,2021-02-21,2021,2,21
UXU18480,B.1.1,envelope protein,75,Gambia,2021-02-21,2021,2,21
UXU18481,B.1.1,membrane glycoprotein,222,Gambia,2021-02-21,2021,2,21
UXU18482,B.1.1,ORF6 protein,61,Gambia,2021-02-21,2021,2,21
UXU18483,B.1.1,ORF7a protein,121,Gambia,2021-02-21,2021,2,21
UXU18484,B.1.1,ORF7b protein,43,Gambia,2021-02-21,2021,2,21
UXU18485,B.1.1,ORF8 protein,121,Gambia,2021-02-21,2021,2,21
UXU18486,B.1.1,nucleocapsid phosphoprotein,419,Gambia,2021-02-21,2021,2,21
UXU18487,B.1.1,ORF10 protein,38,Gambia,2021-02-21,2021,2,21
UXU18523,B.1,ORF1ab polyprotein,7096,Gambia,2021-02-08,2021,2,8
UXU18524,B.1,ORF1a polyprotein,4405,Gambia,2021-02-08,2021,2,8
UXU18525,B.1,surface glycoprotein,1273,Gambia,2021-02-08,2021,2,8
UXU18526,B.1,ORF3a protein,275,Gambia,2021-02-08,2021,2,8
UXU18527,B.1,envelope protein,75,Gambia,2021-02-08,2021,2,8
UXU18528,B.1,membrane glycoprotein,222,Gambia,2021-02-08,2021,2,8
UXU18529,B.1,ORF6 protein,61,Gambia,2021-02-08,2021,2,8
UXU18530,B.1,ORF7a protein,121,Gambia,2021-02-08,2021,2,8
UXU18531,B.1,ORF7b protein,43,Gambia,2021-02-08,2021,2,8
UXU18532,B.1,ORF8 protein,121,Gambia,2021-02-08,2021,2,8
UXU18533,B.1,nucleocapsid phosphoprotein,419,Gambia,2021-02-08,2021,2,8
UXU18534,B.1,ORF10 protein,38,Gambia,2021-02-08,2021,2,8
UXU18582,R.1,ORF1ab polyprotein,7096,Gambia,2021-02-12,2021,2,12
UXU18583,R.1,ORF1a polyprotein,4405,Gambia,2021-02-12,2021,2,12
UXU18584,R.1,surface glycoprotein,1273,Gambia,2021-02-12,2021,2,12
UXU18585,R.1,ORF3a protein,275,Gambia,2021-02-12,2021,2,12
UXU18586,R.1,envelope protein,75,Gambia,2021-02-12,2021,2,12
UXU18587,R.1,membrane glycoprotein,222,Gambia,2021-02-12,2021,2,12
UXU18588,R.1,ORF6 protein,61,Gambia,2021-02-12,2021,2,12
UXU18589,R.1,ORF7a protein,121,Gambia,2021-02-12,2021,2,12
UXU18590,R.1,ORF7b protein,43,Gambia,2021-02-12,2021,2,12
UXU18591,R.1,ORF8 protein,121,Gambia,2021-02-12,2021,2,12
UXU18592,R.1,nucleocapsid phosphoprotein,419,Gambia,2021-02-12,2021,2,12
UXU18593,R.1,ORF10 protein,38,Gambia,2021-02-12,2021,2,12
UXU19649,B.1.1.466,ORF1ab polyprotein,7096,Gambia,2021-01-21,2021,1,21
UXU19650,B.1.1.466,ORF1a polyprotein,4405,Gambia,2021-01-21,2021,1,21
UXU19651,B.1.1.466,surface glycoprotein,1273,Gambia,2021-01-21,2021,1,21
UXU19652,B.1.1.466,ORF3a protein,275,Gambia,2021-01-21,2021,1,21
UXU19653,B.1.1.466,envelope protein,75,Gambia,2021-01-21,2021,1,21
UXU19654,B.1.1.466,membrane glycoprotein,222,Gambia,2021-01-21,2021,1,21
UXU19655,B.1.1.466,ORF6 protein,61,Gambia,2021-01-21,2021,1,21
UXU19656,B.1.1.466,ORF7a protein,121,Gambia,2021-01-21,2021,1,21
UXU19657,B.1.1.466,ORF7b protein,43,Gambia,2021-01-21,2021,1,21
UXU19658,B.1.1.466,ORF8 protein,121,Gambia,2021-01-21,2021,1,21
UXU19659,B.1.1.466,nucleocapsid phosphoprotein,419,Gambia,2021-01-21,2021,1,21
UXU19660,B.1.1.466,ORF10 protein,38,Gambia,2021-01-21,2021,1,21
UXU19774,B.1.1.466,ORF1ab polyprotein,7096,Gambia,2021-07-20,2021,7,20
UXU19775,B.1.1.466,ORF1a polyprotein,4405,Gambia,2021-07-20,2021,7,20
UXU19776,B.1.1.466,surface glycoprotein,1273,Gambia,2021-07-20,2021,7,20
